level,kanji,readings,meanings
N1,仙,セン | セント,hermit | wizard | cent
N1,沙,サ | シャ | すな | よなげる,sand
N1,墨,ボク | すみ,black ink | India ink | ink stick | Mexico
N1,宵,ショウ | よい,wee hours | evening | early night
N1,婆,バ | ばば | ばあ,old woman | grandma | wet nurse
N1,鞠,キク | キュウ | まり,ball
N1,至,シ | いた.る,climax | arrive | proceed | reach | attain | result in
N1,顧,コ | かえり.みる,look back | review | examine oneself | turn around
N1,媛,エン | ひめ,beautiful woman | princess
N1,我,ガ | われ | わ | わ.が~ | わが~,ego | I | selfish | our | oneself
N1,叶,キョウ | かな.える | かな.う,grant | answer
N1,渥,アク | あつ.い | うるお.う,kindness | moisten
N1,蘭,ラン | ラ,orchid | Holland
N1,恨,コン | うら.む | うら.めしい,regret | bear a grudge | resentment | malice | hatred
N1,侵,シン | おか.す,encroach | invade | raid | trespass | violate
N1,肥,ヒ | こ.える | こえ | こ.やす | こ.やし | ふと.る,fertilizer | get fat | fertile | manure | pamper
N1,奔,ホン | はし.る,run | bustle
N1,汐,セキ | しお | うしお | せい,eventide | tide | salt water | opportunity
N1,丘,キュウ | おか,hill | knoll
N1,亘,コウ | カン | セン | わた.る | もと.める,span | range | extend over
N1,禍,カ | わざわい,calamity | misfortune | evil | curse
N1,帆,ハン | ほ,sail
N1,既,キ | すで.に,previously | already | long ago
N1,椰,ヤ | やし,coconut tree
N1,蓄,チク | たくわ.える,amass | raise | hoard | store
N1,促,ソク | うなが.す,stimulate | urge | press | demand | incite
N1,朋,ホウ | とも,companion | friend
N1,飾,ショク | かざ.る | かざ.り,decorate | ornament | adorn | embellish
N1,痴,チ | し.れる | おろか,stupid | foolish
N1,鼓,コ | つづみ,drum | beat | rouse | muster
N1,瑞,ズイ | スイ | みず~ | しるし,congratulations
N1,索,サク,cord | rope | searching | inquiring
N1,甚,ジン | はなは.だ | はなは.だしい,tremendously | very | great | exceedingly
N1,評,ヒョウ,evaluate | criticism | comment
N1,衿,キン | コン | えり,neck | collar | lapel
N1,榛,シン | ハン | はしばみ | はり,hazelnut | filbert
N1,飽,ホウ | あ.きる | あ.かす | あ.く,sated | tired of | bored | satiate
N1,穫,カク,harvest | reap
N1,楊,ヨウ | やなぎ,willow
N1,購,コウ,subscription | buy
N1,漸,ゼン | ようや.く | やや | ようよ.う | すす.む,steadily | gradually advancing | finally | barely
N1,那,ナ | ダ | なに | なんぞ | いかん,what?
N1,斐,ヒ | イ,beautiful | patterned
N1,統,トウ | す.べる | ほび.る,overall | relationship | ruling | governing
N1,傍,ボウ | かたわ.ら | わき | おか~ | はた | そば,bystander | side | besides | while | nearby | third person
N1,擁,ヨウ,hug | embrace | possess | protect | lead
N1,璃,リ,glassy | lapis lazuli
N1,穴,ケツ | あな,hole | aperture | slit | cave | den
N1,授,ジュ | さず.ける | さず.かる,impart | instruct | grant | confer
N1,邑,ユウ | むら,village | rural community | right village radical (no. 163)
N1,輔,ホ | フ | たす.ける,help
N1,丑,チュウ | うし,sign of the ox or cow | 1-3AM | second sign of Chinese zodiac
N1,弓,キュウ | ゆみ,"bow | bow (archery, violin)"
N1,棋,キ | ご,chess piece | Japanese chess | shogi
N1,墓,ボ | はか,grave | tomb
N1,岐,キ | ギ,branch off | fork in road | scene | arena | theater
N1,銭,セン | ゼン | ぜに | すき,coin | .01 yen | money
N1,張,チョウ | は.る | ~は.り | ~ば.り,lengthen | counter for bows & stringed instruments | stretch | spread | put up (tent)
N1,暢,チョウ | のび.る,stretch
N1,揮,キ | ふる.う,brandish | wave | wag | swing | shake
N1,篤,トク | あつ.い,fervent | kind | cordial | serious | deliberate
N1,逓,テイ | かわ.る | たがいに,relay | in turn | sending
N1,搾,サク | しぼ.る,squeeze
N1,稼,カ | かせ.ぐ,earnings | work | earn money
N1,租,ソ,tariff | crop tax | borrowing
N1,拠,キョ | コ | よ.る,foothold | based on | follow | therefore
N1,鳩,キュウ | ク | はと | あつ.める,pigeon | dove
N1,項,コウ | うなじ,paragraph | nape of neck | clause | item | term (expression)
N1,膜,マク,membrane
N1,脅,キョウ | おびや.かす | おど.す | おど.かす,threaten | coerce
N1,憲,ケン,constitution | law
N1,淑,シュク | しと.やか,graceful | gentle | pure
N1,撮,サツ | と.る | つま.む | ~ど.り,snapshot | take pictures
N1,催,サイ | もよう.す | もよお.す,sponsor | hold (a meeting) | give (a dinner)
N1,峻,シュン | けわ.しい | たか.い,high | steep
N1,吟,ギン,versify | singing | recital
N1,糖,トウ,sugar
N1,虹,コウ | にじ,rainbow
N1,駿,シュン | スン | すぐ.れる,a good horse | speed | a fast person
N1,悠,ユウ,permanence | distant | long time | leisure
N1,蝶,チョウ,butterfly
N1,審,シン | つまび.らか | つぶさ.に,hearing | judge | trial
N1,蔦,チョウ | つた,vine | ivy
N1,潜,セン | ひそ.む | もぐ.る | かく.れる | くぐ.る | ひそ.める,submerge | conceal | hide | lower (voice) | hush
N1,汽,キ,vapor | steam
N1,雛,スウ | ス | ジュ | ひな | ひよこ,chick | squab | duckling | doll
N1,排,ハイ,repudiate | exclude | expel | reject | line up | arrange
N1,堅,ケン | かた.い | ~がた.い,strict | hard | solid | tough | tight | reliable
N1,薦,セン | すす.める,recommend | mat | advise | encourage | offer
N1,聖,セイ | ショウ | ひじり,holy | saint | sage | master | priest
N1,士,シ | さむらい,gentleman | scholar | samurai | samurai radical (no. 33)
N1,奮,フン | ふる.う,stirred up | be invigorated | flourish
N1,蓉,ヨウ,lotus
N1,坑,コウ,pit | hole
N1,稜,リョウ | ロウ | いつ | かど,angle | edge | corner | power | majesty
N1,縮,シュク | ちぢ.む | ちぢ.まる | ちぢ.める | ちぢ.れる | ちぢ.らす,shrink | contract | shrivel | wrinkle | reduce
N1,狂,キョウ | くる.う | くる.おしい | くるお.しい,lunatic | insane | crazy | confuse
N1,迭,テツ,transfer | alternation
N1,迫,ハク | せま.る,urge | force | imminent | spur on
N1,惜,セキ | お.しい | お.しむ,pity | be sparing of | frugal | stingy | regret
N1,抹,マツ,rub | paint | erase
N1,賃,チン,fare | fee | hire | rent | wages | charge
N1,浪,ロウ,wandering | waves | billows | reckless | unrestrained
N1,炊,スイ | た.く | ~だ.き,cook | boil
N1,興,コウ | キョウ | おこ.る | おこ.す,entertain | revive | retrieve | interest | pleasure
N1,凪,なぎ | な.ぐ,lull | calm | (kokuji)
N1,誠,セイ | まこと,sincerity | admonish | warn | prohibit | truth | fidelity
N1,架,カ | か.ける | か.かる,erect | frame | mount | support | shelf | construct
N1,鐘,ショウ | かね,bell | gong | chimes
N1,芋,ウ | いも,potato
N1,尿,ニョウ | ゆばり | いばり | しと,urine
N1,翔,ショウ | かけ.る | と.ぶ,soar | fly
N1,抑,ヨク | おさ.える,repress | well | now | in the first place | push | shove | press | seal | do in spite of
N1,迅,ジン,swift | fast
N1,粛,シュク | スク | つつし.む,solemn | quietly | softly
N1,丙,ヘイ | ひのえ,third class | 3rd | 3rd calendar sign
N1,嬉,キ | うれ.しい | たの.しむ,glad | pleased | rejoice
N1,障,ショウ | さわ.る,hinder | hurt | harm
N1,哀,アイ | あわ.れ | あわ.れむ | かな.しい,pathetic | grief | sorrow | pathos | pity | sympathize
N1,脈,ミャク | すじ,vein | pulse | hope
N1,没,ボツ | モツ | おぼ.れる | しず.む | ない,drown | sink | hide | fall into | disappear | die
N1,椋,リョウ | むく,type of deciduous tree | grey starling
N1,斎,サイ | とき | つつし.む | ものいみ | い.む | いわ.う | いつ.く,purification | Buddhist food | room | worship | avoid | alike
N1,穏,オン | おだ.やか,calm | quiet | moderation
N1,薫,クン | かお.る,send forth fragrance | fragrant | be scented | smoke (tobacco)
N1,凝,ギョウ | こ.る | こ.らす | こご.らす | こご.らせる | こご.る,congeal | freeze | stiff | be absorbed in
N1,据,キョ | す.える | す.わる,set | lay a foundation | install | equip | squat down | sit down
N1,仰,ギョウ | コウ | あお.ぐ | おお.せ | お.っしゃる | おっしゃ.る,face-up | look up | depend | seek | respect | rever | drink | take
N1,搬,ハン,conveyor | carry | transport
N1,乙,オツ | イツ | おと~ | きのと,the latter | duplicate | strange | witty | fishhook radical (no. 5)
N1,督,トク,coach | command | urge | lead | supervise
N1,鈴,レイ | リン | すず,small bell | buzzer
N1,繭,ケン | まゆ | きぬ,cocoon
N1,庶,ショ,commoner | all | bastard
N1,堕,ダ | お.ちる | くず.す | くず.れる,degenerate | descend to | lapse into
N1,看,カン | み.る,watch over | see
N1,句,ク,phrase | clause | sentence | passage | paragraph | counter for haiku
N1,謙,ケン | へりくだ.る,self-effacing | humble oneself | condescend | be modest
N1,躍,ヤク | おど.る,leap | dance | skip
N1,鯉,リ | こい,carp
N1,懐,カイ | エ | ふところ | なつ.かしい | なつ.かしむ | なつ.く | なつ.ける | なず.ける | いだ.く | おも.う,pocket | feelings | heart | yearn | miss someone | become attached to | bosom | breast
N1,寂,ジャク | セキ | さび | さび.しい | さび.れる | さみ.しい,loneliness | quietly | mellow | mature | death of a priest
N1,某,ボウ | それがし | なにがし,so-and-so | one | a certain | that person
N1,昆,コン,descendants | elder brother | insect
N1,吐,ト | は.く | つ.く,spit | vomit | belch | confess | tell (lies)
N1,崩,ホウ | くず.れる | ~くず.れ | くず.す,crumble | die | demolish | level
N1,卯,ボウ | モウ | う,sign of the hare or rabbit | fourth sign of Chinese zodiac | 5-7AM | east
N1,暦,レキ | こよみ | りゃく,calendar | almanac
N1,妙,ミョウ | ビョウ | たえ,exquisite | strange | queer | mystery | miracle | excellent | delicate | charming
N1,憂,ユウ | うれ.える | うれ.い | う.い | う.き,melancholy | grieve | lament | be anxious | sad | unhappy
N1,載,サイ | の.せる | の.る,ride | board | get on | place | spread | 10**44 | record | publish
N1,企,キ | くわだ.てる | たくら.む,undertake | scheme | design | attempt | plan
N1,苗,ビョウ | ミョウ | なえ | なわ~,seedling | sapling | shoot
N1,玲,レイ,sound of jewels
N1,笙,ショウ | ソウ | ふえ,a reed instrument
N1,穣,ジョウ | わら | ゆたか,good crops | prosperity | 10**28
N1,独,ドク | トク | ひと.り,single | alone | spontaneously | Germany
N1,垣,エン | かき,hedge | fence | wall
N1,繊,セン,slender | fine | thin kimono
N1,艦,カン,warship
N1,阿,ア | オ | おもね.る | くま,Africa | flatter | fawn upon | corner | nook | recess
N1,故,コ | ゆえ | ふる.い | もと,happenstance | especially | intentionally | reason | cause | circumstances | the late | therefore | consequently
N1,丞,ジョウ | ショウ | すく.う | たす.ける,help
N1,伶,レイ | リョウ | わざおぎ,actor
N1,需,ジュ,demand | request | need
N1,倹,ケン | つま.しい | つづまやか,frugal | economy | thrifty
N1,痢,リ,diarrhea
N1,礁,ショウ,reef | sunken rock
N1,儀,ギ,ceremony | rule | affair | case | a matter
N1,嵯,サ | シ,steep | craggy | rugged
N1,弁,ベン | ヘン | かんむり | わきま.える | わ.ける | はなびら | あらそ.う,valve | petal | braid | speech | dialect | discrimination | dispose of | distinguish | conical cap
N1,票,ヒョウ,ballot | label | ticket | sign
N1,幣,ヘイ | ぬさ,cash | bad habit | humble prefix | gift | Shinto offerings of cloth | rope | cut paper
N1,胞,ホウ,placenta | sac | sheath
N1,叔,シュク,uncle | youth
N1,偵,テイ,spy
N1,妃,ヒ | きさき,queen | princess
N1,冶,ヤ | い.る,melting | smelting
N1,態,タイ | わざ.と,attitude | condition | figure | appearance | voice (of verbs)
N1,敷,フ | し.く | ~し.き,spread | pave | sit | promulgate
N1,皇,コウ | オウ,emperor
N1,旺,オウ | キョウ | ゴウ | かがや.き | うつくし.い | さかん,flourishing | successful | beautiful | vigorous
N1,帝,テイ | みかど,sovereign | the emperor | god | creator
N1,盆,ボン,basin | lantern festival | tray
N1,豆,トウ | ズ | まめ | まめ~,beans | pea | midget
N1,芹,キン | せり,parsley
N1,肪,ボウ,obese | fat
N1,環,カン | わ,ring | circle | link | wheel
N1,健,ケン | すこ.やか,healthy | health | strength | persistence
N1,晟,セイ | ジョウ | あきらか,clear
N1,潮,チョウ | しお | うしお,tide | salt water | opportunity
N1,屯,トン | たむろ,barracks | police station | camp | ton
N1,准,ジュン,quasi- | semi- | associate
N1,淡,タン | あわ.い,thin | faint | pale | fleeting
N1,錯,サク | シャク,confused | mix | be in disorder
N1,鳳,ホウ | フウ,male mythical bird
N1,唆,サ | そそ.る | そそのか.す,tempt | seduce | instigate | promote
N1,且,ショ | ソ | ショウ | か.つ,moreover | also | furthermore
N1,燿,ヨウ | かがや.く | ひかり,shine
N1,撲,ボク,slap | strike | hit | beat | tell | speak
N1,曙,ショ | あけぼの,dawn | daybreak
N1,怠,タイ | おこた.る | なま.ける,neglect | laziness
N1,泰,タイ,peaceful | calm | peace | easy | Thailand | extreme | excessive | great
N1,冴,ゴ | コ | さ.える | こお.る | ひ.える,be clear | serene | cold | skilful
N1,奨,ショウ | ソウ | すす.める,exhort | urge | encourage
N1,嗣,シ,heir | succeed
N1,洲,シュウ | ス | しま,continent | sandbar | island | country
N1,奎,ケイ | キ,star | god of literature
N1,梓,シ | あずさ,catalpa tree | woodblock printing
N1,護,ゴ | まも.る,safeguard | protect
N1,猿,エン | さる,monkey
N1,煮,シャ | に.る | ~に | に.える | に.やす,boil | cook
N1,智,チ,wisdom | intellect | reason
N1,往,オウ | い.く | いにしえ | さき.に | ゆ.く,journey | travel | chase away | let go | going | before | formerly
N1,嵐,ラン | あらし,storm | tempest
N1,批,ヒ,criticism | strike
N1,撤,テツ,remove | withdraw | disarm | dismantle | reject | exclude
N1,益,エキ | ヤク | ま.す,benefit | gain | profit | advantage
N1,麻,マ | マア | あさ,hemp | flax | numb
N1,胴,ドウ,trunk | torso | hull (ship) | hub of wheel
N1,杉,サン | すぎ,cedar | cryptomeria
N1,尚,ショウ | なお,esteem | furthermore | still | yet
N1,創,ソウ | ショウ | つく.る | はじ.める | きず | けず.しける,genesis | wound | injury | hurt | start | originate
N1,采,サイ | と.る | いろどり,dice | form | appearance | take | gather | coloring
N1,俗,ゾク,vulgar | customs | manners | worldliness | mundane things
N1,酵,コウ,fermentation
N1,恒,コウ | つね | つねに,constancy | always
N1,遮,シャ | さえぎ.る,intercept | interrupt | obstruct
N1,鴻,コウ | ゴウ | おおとり | ひしくい | おおがり,large bird | wild goose | large | great | powerful | prosperous
N1,幻,ゲン | まぼろし,phantasm | vision | dream | illusion | apparition
N1,免,メン | まぬか.れる | まぬが.れる,excuse | dismissal
N1,喚,カン | わめ.く,yell | cry | call | scream | summon
N1,嫌,ケン | ゲン | きら.う | きら.い | いや,dislike | detest | hate
N1,爽,ソウ | あき.らか | さわ.やか | たがう,refreshing | bracing | resonant | sweet | clear
N1,従,ジュウ | ショウ | ジュ | したが.う | したが.える | より,accompany | obey | submit to | comply | follow | secondary | incidental | subordinate
N1,渋,ジュウ | シュウ | しぶ | しぶ.い | しぶ.る,astringent | hesitate | reluctant | have diarrhea
N1,枢,スウ | シュ | とぼそ | からくり,hinge | pivot | door
N1,診,シン | み.る,checkup | seeing | diagnose | examine
N1,恵,ケイ | エ | めぐ.む | めぐ.み,favor | blessing | grace | kindness
N1,倉,ソウ | くら,godown | warehouse | storehouse | cellar | treasury
N1,累,ルイ,accumulate | involvement | trouble | tie up | continually
N1,倭,ワ | イ | やまと | したが.う,Yamato | ancient Japan
N1,墜,ツイ | お.ちる | お.つ,crash | fall (down)
N1,牧,ボク | まき,breed | care for | shepherd | feed | pasture
N1,髄,ズイ,marrow | pith | essence
N1,筋,キン | すじ,muscle | sinew | tendon | fiber | plot | plan | descent
N1,鑑,カン | かんが.みる | かがみ,specimen | take warning from | learn from
N1,剤,ザイ | スイ | セイ | かる | けず.る,dose | medicine | drug
N1,基,キ | もと | もとい,fundamentals | radical (chem) | counter for machines | foundation
N1,眉,ビ | ミ | まゆ,eyebrow
N1,邦,ホウ | くに,home country | country | Japan
N1,勁,ケイ | つよ.い,strong
N1,諒,リョウ | あきら.か | まことに,fact | reality | understand | appreciate
N1,熙,キ | たのし.む | ひか.る | ひろ.い | よろこ.ぶ | かわ.く | あきらか | ひろ.める | ひろ.まる,bright | sunny | prosperous | merry
N1,納,ノウ | ナッ | ナ | ナン | トウ | おさ.める | ~おさ.める | おさ.まる,settlement | obtain | reap | pay | supply | store
N1,慮,リョ | おもんぱく.る | おもんぱか.る,prudence | thought | concern | consider | deliberate | fear
N1,循,ジュン,sequential | follow
N1,謁,エツ,audience | audience (with king)
N1,塾,ジュク,cram school | private school
N1,槻,キ | つき,Zelkova tree
N1,応,オウ | ヨウ | ~ノウ | あた.る | まさに | こた.える,apply | answer | yes | OK | reply | accept
N1,拓,タク | ひら.く,clear (the land) | open | break up (land)
N1,密,ミツ | ひそ.か,secrecy | density (pop) | minuteness | carefulness
N1,迪,テキ | みち | みちび.く | すす.む | いた.る,edify | way | path
N1,忠,チュウ,loyalty | fidelity | faithfulness
N1,釈,シャク | セキ | とく | す.てる | ゆる.す,explanation
N1,紀,キ,chronicle | account | narrative | history | annals | geologic period
N1,塊,カイ | ケ | かたまり | つちくれ,clod | lump | chunk | clot | mass
N1,焦,ショウ | こ.げる | こ.がす | こ.がれる | あせ.る,char | hurry | impatient | irritate | burn | scorch | singe
N1,網,モウ | あみ,netting | network
N1,孤,コ,orphan | alone
N1,哲,テツ | さとい | あきらか,philosophy | clear
N1,凱,ガイ | カイ | かちどき | やわらぐ,victory song
N1,洵,ジュン | シュン | の.ぶ | まこと.に,alike | truth
N1,洞,ドウ | ほら,den | cave | excavation
N1,賀,ガ,congratulations | joy
N1,尭,ギョウ | たか.い,high | far
N1,範,ハン,pattern | example | model
N1,鷹,ヨウ | オウ | たか,hawk
N1,縦,ジュウ | たて,vertical | length | height | self-indulgent | wayward
N1,粗,ソ | あら.い | あら~,coarse | rough | rugged
N1,瑶,ヨウ | たま,beautiful as a jewel
N1,廉,レン,bargain | reason | charge | suspicion | point | account | purity | honest | low price | cheap | rested | contented | peaceful
N1,羊,ヨウ | ひつじ,sheep
N1,侯,コウ,marquis | lord | daimyo
N1,傑,ケツ | すぐ.れる,greatness | excellence
N1,執,シツ | シュウ | と.る,tenacious | take hold | grasp | take to heart
N1,旦,タン | ダン | あき.らか | あきら | ただし | あさ | あした,daybreak | dawn | morning
N1,詢,ジュン | シュン | はか.る | まこと,consult with
N1,誇,コ | ほこ.る,boast | be proud | pride | triumphantly
N1,宮,キュウ | グウ | ク | クウ | みや,Shinto shrine | constellations | palace | princess
N1,俵,ヒョウ | たわら,bag | bale | sack | counter for bags
N1,痘,トウ,pox | smallpox
N1,疎,ソ | ショ | うと.い | うと.む | まば.ら,alienate | rough | neglect | shun | sparse | penetrate
N1,泡,ホウ | あわ,bubbles | foam | suds | froth
N1,紳,シン,sire | good belt | gentleman
N1,婿,セイ | むこ,bridegroom | son-in-law
N1,策,サク,scheme | plan | policy | step | means
N1,淳,ジュン | シュン | あつ.い,pure
N1,善,ゼン | よ.い | い.い | よ.く | よし.とする,virtuous | good | goodness
N1,胡,ウ | コ | ゴ | なんぞ,barbarian | foreign
N1,霜,ソウ | しも,frost
N1,疾,シツ | はや.い,rapidly
N1,朔,サク | ついたち,conjunction (astronomy) | first day of month | north
N1,鎖,サ | くさり | とざ.す,chain | irons | connection
N1,凸,トツ | でこ,convex | beetle brow | uneven
N1,須,ス | シュ | すべから.く | すべし | ひげ | まつ | もち.いる | もと.める,ought | by all means | necessarily
N1,稀,キ | ケ | まれ | まばら,rare | phenomenal | dilute (acid)
N1,亮,リョウ | あきらか,clear | help
N1,巧,コウ | たく.み | たく.む | うま.い,adroit | skilled | ingenuity
N1,握,アク | にぎ.る,grip | hold | mould sushi | bribe
N1,銑,セン,pig iron
N1,硫,リュウ,sulphur
N1,訂,テイ | ただ.す,revise | correct | decide
N1,秘,ヒ | ひ.める | ひそ.か | かく.す,secret | conceal
N1,嫡,チャク | テキ,legitimate wife | direct descent (non-bastard)
N1,逐,チク,pursue | drive away | chase | accomplish | attain | commit
N1,彰,ショウ,patent | clear
N1,酬,シュウ | シュ | トウ | むく.いる,repay | reward | retribution
N1,致,チ | いた.す,doth | do | send | forward | cause | exert | incur | engage
N1,虜,リョ | ロ | とりこ | とりく,captive | barbarian | low epithet for the enemy
N1,攻,コウ | せ.める,aggression | attack | criticize | polish
N1,旋,セン,rotation | go around
N1,挿,ソウ | さ.す | はさ.む,insert | put in | graft | wear (sword)
N1,酸,サン | す.い,acid | bitterness | sour | tart
N1,杜,ト | トウ | ズ | もり | ふさ.ぐ | やまなし,woods | grove
N1,妄,モウ | ボウ | みだ.りに,delusion | unnecessarily | without authority | reckless
N1,貫,カン | つらぬ.く | ぬ.く | ぬき,pierce | 8 1/3lbs | penetrate | brace
N1,維,イ,fiber | tie | rope
N1,刑,ケイ,punish | penalty | sentence | punishment
N1,菫,キン | すみれ,the violet
N1,栓,セン,plug | bolt | cork | bung | stopper
N1,附,フ | つ.ける | つ.く,affixed | attach | refer to | append
N1,勺,シャク,ladle | one tenth of a go | dip
N1,班,ハン,squad | corps | unit | group
N1,狭,キョウ | コウ | せま.い | せば.める | せば.まる | さ,cramped | narrow | contract | tight
N1,矢,シ | や,dart | arrow
N1,趣,シュ | おもむき | おもむ.く,purport | gist | elegance | interest | proceed to | tend | become
N1,凶,キョウ,villain | evil | bad luck | disaster
N1,瞳,ドウ | トウ | ひとみ,pupil (of eye)
N1,陛,ヘイ,highness | steps (of throne)
N1,碁,ゴ,Go
N1,朗,ロウ | ほが.らか | あき.らか,melodious | clear | bright | serene | cheerful
N1,掌,ショウ | てのひら | たなごころ,manipulate | rule | administer | conduct | palm of hand
N1,霞,カ | ゲ | かすみ | かす.む,be hazy | grow dim | blurred
N1,禄,ロク | さいわ.い | ふち,fief | allowance | pension | grant | happiness
N1,后,コウ | ゴ | きさき,empress | queen | after | behind | back | later
N1,郎,ロウ | リョウ | おとこ,son | counter for sons
N1,舌,ゼツ | した,tongue | reed | clapper
N1,檀,ダン | タン | まゆみ,cedar | sandlewood | spindle tree
N1,激,ゲキ | はげ.しい,violent | get excited | enraged | chafe | incite
N1,雌,シ | め~ | めす | めん,feminine | female
N1,衡,コウ,equilibrium | measuring rod | scale
N1,栞,カン | しおり,bookmark | guidebook
N1,洪,コウ,deluge | flood | vast
N1,撃,ゲキ | う.つ,beat | attack | defeat | conquer
N1,厘,リン,rin | 1/10 sen | 1/10 bu
N1,凹,オウ | くぼ.む | へこ.む | ぼこ,concave | hollow | sunken
N1,案,アン | つくえ,plan | suggestion | draft | ponder | fear | proposition | idea | expectation | worry | table | bench
N1,慨,ガイ,rue | be sad | sigh | lament
N1,奈,ナ | ナイ | ダイ | いかん | からなし,Nara | what?
N1,碧,ヘキ | ヒャク,blue | green
N1,惨,サン | ザン | みじ.め | いた.む | むご.い,wretched | disaster | cruelty | harsh
N1,濁,ダク | ジョク | にご.る | にご.す,voiced | uncleanness | wrong | nigori | impurity
N1,輩,ハイ | ~ばら | やから | やかい | ともがら,comrade | fellow | people | companions
N1,茅,ボウ | ミョウ | かや | ちがや,miscanthus reed
N1,揺,ヨウ | ゆ.れる | ゆ.る | ゆ.らぐ | ゆ.るぐ | ゆ.する | ゆ.さぶる | ゆ.すぶる | うご.く,swing | shake | sway | rock | tremble | vibrate
N1,殉,ジュン,martyrdom | follow by resigning
N1,模,モ | ボ,imitation | copy | mock
N1,端,タン | はし | は | はた | ~ばた | はな,edge | origin | end | point | border | verge | cape
N1,胆,タン | きも,gall bladder | courage | pluck | nerve
N1,賜,シ | たまわ.る | たま.う | たも.う,grant | gift | boon | results
N1,邸,テイ | やしき,residence | mansion
N1,暁,ギョウ | キョウ | あかつき | さと.る,daybreak | dawn | in the event
N1,江,コウ | え,creek | inlet | bay
N1,桟,サン | セン | かけはし,scaffold | cleat | frame | jetty | bolt (door)
N1,仁,ジン | ニ | ニン,humanity | virtue | benevolence | charity | man | kernel
N1,樺,カ | かば | かんば,birch | dark red
N1,拒,キョ | ゴ | こば.む,repel | refuse | reject | decline
N1,軌,キ,rut | wheel | track | model | way of doing
N1,猪,チョ | い | いのしし,boar
N1,芝,シ | しば,turf | lawn
N1,萩,シュウ | はぎ,bush clover
N1,寮,リョウ,dormitory | hostel | villa | tea pavillion
N1,浜,ヒン | はま,seacoast | beach | seashore
N1,邪,ジャ | よこし.ま,wicked | injustice | wrong
N1,韻,イン,rhyme | elegance | tone
N1,朕,チン,majestic plural | imperial we
N1,絹,ケン | きぬ,silk
N1,援,エン,abet | help | save
N1,憧,ショウ | トウ | ドウ | あこが.れる,yearn after | long for | aspire to | admire | adore
N1,併,ヘイ | あわ.せる,join | get together | unite | collective
N1,脹,チョウ | は.れる | ふく.らむ | ふく.れる,dilate | distend | bulge | fill out | swell
N1,錠,ジョウ,lock | fetters | shackles
N1,滋,ジ | シ,nourishing | more & more | be luxuriant | planting | turbidity
N1,岳,ガク | たけ,point | peak | mountain
N1,姿,シ | すがた,figure | form | shape
N1,征,セイ,subjugate | attack the rebellious | collect taxes
N1,苑,エン | オン | その | う.つ,garden | farm | park
N1,勅,チョク | いまし.める | みことのり,imperial order
N1,癖,ヘキ | くせ | くせ.に,mannerism | habit | vice | trait | fault | kink
N1,胎,タイ,womb | uterus
N1,繁,ハン | しげ.る | しげ.く,luxuriant | thick | overgrown | frequency | complexity | trouble
N1,墾,コン | は.る | ひら.く,ground-breaking | open up farmland
N1,織,ショク | シキ | お.る | お.り | おり | ~おり | ~お.り,weave | fabric
N1,剰,ジョウ | あまつさえ | あま.り | あま.る,surplus | besides
N1,壌,ジョウ | つち,lot | earth | soil
N1,於,オ | ヨ | おい.て | お.ける | ああ | より,at | in | on | as for
N1,魔,マ,witch | demon | evil spirit
N1,騒,ソウ | さわ.ぐ | うれい | さわ.がしい,boisterous | make noise | clamor | disturb | excite
N1,綜,ソウ | おさ.める | す.べる,rule | synthesize
N1,披,ヒ,expose | open
N1,養,ヨウ | リョウ | やしな.う,foster | bring up | rear | develop | nurture
N1,楓,フウ | かえで,maple
N1,矯,キョウ | た.める,rectify | straighten | correct | reform | cure | control | pretend | falsify
N1,寅,イン | とら,sign of the tiger | 3-5AM | third sign of Chinese zodiac
N1,謄,トウ,mimeograph | copy
N1,脩,シュウ | おさ.める | なが.い | ほじし,dried meat
N1,釣,チョウ | つ.る | つ.り | つ.り~,angling | fish | catch | allure | ensnare
N1,緯,イ | よこいと | ぬき,horizontal | woof | left & right | (parallels of) latitude | prediction
N1,羅,ラ | うすもの,gauze | thin silk | Rome | arrange | spread out
N1,戯,ギ | ゲ | たわむ.れる | ざ.れる | じゃ.れる,frolic | play | sport
N1,素,ソ | ス | もと,elementary | principle | naked | uncovered
N1,検,ケン | しら.べる,examination | investigate
N1,萌,ホウ | も.える | きざ.す | めばえ | きざ.し,show symptoms of | sprout | bud | malt
N1,窮,キュウ | キョウ | きわ.める | きわ.まる | きわ.まり | きわ.み,hard up | destitute | suffer | perplexed | cornered
N1,憾,カン | うら.む,remorse | regret | be sorry
N1,藍,ラン | あい,indigo
N1,黎,レイ | リ | くろ.い,dark | black | many
N1,豚,トン | ぶた,pork | pig
N1,慢,マン,ridicule | laziness
N1,渚,ショ | なぎさ,strand | beach | shore
N1,艶,エン | つや | なま.めかしい | あで.やか | つや.めく | なま.めく,glossy | luster | glaze | polish | charm | colorful | captivating
N1,愁,シュウ | うれ.える | うれ.い,distress | grieve | lament | be anxious
N1,核,カク,nucleus | core | kernel
N1,漂,ヒョウ | ただよ.う,drift | float (on liquid)
N1,遂,スイ | と.げる | つい.に,consummate | accomplish | attain | commit (suicide)
N1,莉,リ | ライ | レイ,jasmine
N1,節,セツ | セチ | ふし | ~ぶし | のっと,node | season | period | occasion | verse | clause | stanza | honor | joint | knuckle | knob | knot | tune | melody
N1,摂,セツ | ショウ | おさ.める | かね.る | と.る,vicarious | surrogate | act in addition to | take in | absorb
